"x" "y"
"349" 383.4428939 1328.741094
"350" 501.4428939 1328.741094
"351" 502.4428939 1328.741094
"352" 503.4428939 1328.741094
"353" 504.4428939 1328.741094
"354" 505.4428939 1328.741094
"355" 506.4428939 1328.741094
"356" 507.4428939 1328.741094
"357" 508.4428939 1328.741094
"358" 509.4428939 1328.741094
"359" 510.4428939 1328.741094
"360" 511.4428939 1328.741094
"361" 512.4428939 1328.741094
"362" 513.4428939 1328.741094
"363" 514.4428939 1328.741094
"364" 515.4428939 1328.741094
"365" 516.4428939 1328.741094
"366" 517.4428939 1328.741094
"367" 518.4428939 1328.741094
"368" 519.4428939 1328.741094
"369" 520.4428939 1328.741094
"370" 521.4428939 1328.741094
"371" 522.4428939 1328.741094
"372" 523.4428939 1328.741094
"373" 524.4428939 1328.741094
"374" 525.4428939 1328.741094
"375" 526.4428939 1328.741094
"376" 527.4428939 1328.741094
"377" 528.4428939 1328.741094
"378" 529.4428939 1328.741094
"379" 530.4428939 1328.741094
"380" 531.4428939 1328.741094
"381" 532.4428939 1328.741094
"382" 356.4428939 1327.741094
"383" 357.4428939 1327.741094
"384" 358.4428939 1327.741094
"385" 359.4428939 1327.741094
"386" 360.4428939 1327.741094
"387" 361.4428939 1327.741094
"388" 362.4428939 1327.741094
"389" 363.4428939 1327.741094
"390" 364.4428939 1327.741094
"391" 365.4428939 1327.741094
"392" 366.4428939 1327.741094
"393" 367.4428939 1327.741094
"394" 368.4428939 1327.741094
"395" 369.4428939 1327.741094
"396" 370.4428939 1327.741094
"397" 371.4428939 1327.741094
"398" 372.4428939 1327.741094
"399" 373.4428939 1327.741094
"400" 374.4428939 1327.741094
"401" 375.4428939 1327.741094
"402" 376.4428939 1327.741094
"403" 377.4428939 1327.741094
"404" 378.4428939 1327.741094
"405" 379.4428939 1327.741094
"406" 380.4428939 1327.741094
"407" 381.4428939 1327.741094
"408" 382.4428939 1327.741094
"409" 383.4428939 1327.741094
"410" 500.4428939 1327.741094
"411" 501.4428939 1327.741094
"412" 502.4428939 1327.741094
"413" 503.4428939 1327.741094
"414" 504.4428939 1327.741094
"415" 505.4428939 1327.741094
"416" 506.4428939 1327.741094
"417" 507.4428939 1327.741094
"418" 508.4428939 1327.741094
"419" 509.4428939 1327.741094
"420" 510.4428939 1327.741094
"421" 511.4428939 1327.741094
"422" 512.4428939 1327.741094
"423" 513.4428939 1327.741094
"424" 514.4428939 1327.741094
"425" 515.4428939 1327.741094
"426" 516.4428939 1327.741094
"427" 517.4428939 1327.741094
"428" 518.4428939 1327.741094
"429" 519.4428939 1327.741094
"430" 520.4428939 1327.741094
"431" 521.4428939 1327.741094
"432" 522.4428939 1327.741094
"433" 523.4428939 1327.741094
"434" 524.4428939 1327.741094
"435" 525.4428939 1327.741094
"436" 526.4428939 1327.741094
"437" 527.4428939 1327.741094
"438" 528.4428939 1327.741094
"439" 529.4428939 1327.741094
"440" 530.4428939 1327.741094
"441" 531.4428939 1327.741094
"442" 532.4428939 1327.741094
"443" 533.4428939 1327.741094
"444" 534.4428939 1327.741094
"445" 355.4428939 1326.741094
"446" 356.4428939 1326.741094
"447" 357.4428939 1326.741094
"448" 358.4428939 1326.741094
"449" 359.4428939 1326.741094
"450" 360.4428939 1326.741094
"451" 361.4428939 1326.741094
"452" 362.4428939 1326.741094
"453" 363.4428939 1326.741094
"454" 364.4428939 1326.741094
"455" 365.4428939 1326.741094
"456" 366.4428939 1326.741094
"457" 367.4428939 1326.741094
"458" 368.4428939 1326.741094
"459" 369.4428939 1326.741094
"460" 370.4428939 1326.741094
"461" 371.4428939 1326.741094
"462" 372.4428939 1326.741094
"463" 373.4428939 1326.741094
"464" 374.4428939 1326.741094
"465" 375.4428939 1326.741094
"466" 376.4428939 1326.741094
"467" 377.4428939 1326.741094
"468" 378.4428939 1326.741094
"469" 379.4428939 1326.741094
"470" 380.4428939 1326.741094
"471" 381.4428939 1326.741094
"472" 382.4428939 1326.741094
"473" 383.4428939 1326.741094
"474" 499.4428939 1326.741094
"475" 500.4428939 1326.741094
"476" 501.4428939 1326.741094
"477" 502.4428939 1326.741094
"478" 503.4428939 1326.741094
"479" 504.4428939 1326.741094
"480" 505.4428939 1326.741094
"481" 506.4428939 1326.741094
"482" 507.4428939 1326.741094
"483" 508.4428939 1326.741094
"484" 509.4428939 1326.741094
"485" 510.4428939 1326.741094
"486" 511.4428939 1326.741094
"487" 512.4428939 1326.741094
"488" 513.4428939 1326.741094
"489" 514.4428939 1326.741094
"490" 515.4428939 1326.741094
"491" 516.4428939 1326.741094
"492" 517.4428939 1326.741094
"493" 518.4428939 1326.741094
"494" 519.4428939 1326.741094
"495" 520.4428939 1326.741094
"496" 521.4428939 1326.741094
"497" 522.4428939 1326.741094
"498" 523.4428939 1326.741094
"499" 524.4428939 1326.741094
"500" 525.4428939 1326.741094
"501" 526.4428939 1326.741094
"502" 527.4428939 1326.741094
"503" 528.4428939 1326.741094
"504" 529.4428939 1326.741094
"505" 530.4428939 1326.741094
"506" 531.4428939 1326.741094
"507" 532.4428939 1326.741094
"508" 533.4428939 1326.741094
"509" 534.4428939 1326.741094
"510" 535.4428939 1326.741094
"511" 354.4428939 1325.741094
"512" 355.4428939 1325.741094
"513" 356.4428939 1325.741094
"514" 357.4428939 1325.741094
"515" 358.4428939 1325.741094
"516" 359.4428939 1325.741094
"517" 360.4428939 1325.741094
"518" 361.4428939 1325.741094
"519" 362.4428939 1325.741094
"520" 363.4428939 1325.741094
"521" 364.4428939 1325.741094
"522" 365.4428939 1325.741094
"523" 366.4428939 1325.741094
"524" 367.4428939 1325.741094
"525" 368.4428939 1325.741094
"526" 369.4428939 1325.741094
"527" 370.4428939 1325.741094
"528" 371.4428939 1325.741094
"529" 372.4428939 1325.741094
"530" 373.4428939 1325.741094
"531" 374.4428939 1325.741094
"532" 375.4428939 1325.741094
"533" 376.4428939 1325.741094
"534" 377.4428939 1325.741094
"535" 378.4428939 1325.741094
"536" 379.4428939 1325.741094
"537" 380.4428939 1325.741094
"538" 381.4428939 1325.741094
"539" 382.4428939 1325.741094
"540" 383.4428939 1325.741094
"541" 384.4428939 1325.741094
"542" 498.4428939 1325.741094
"543" 499.4428939 1325.741094
"544" 500.4428939 1325.741094
"545" 501.4428939 1325.741094
"546" 502.4428939 1325.741094
"547" 503.4428939 1325.741094
"548" 504.4428939 1325.741094
"549" 505.4428939 1325.741094
"550" 506.4428939 1325.741094
"551" 507.4428939 1325.741094
"552" 508.4428939 1325.741094
"553" 509.4428939 1325.741094
"554" 510.4428939 1325.741094
"555" 511.4428939 1325.741094
"556" 512.4428939 1325.741094
"557" 513.4428939 1325.741094
"558" 514.4428939 1325.741094
"559" 515.4428939 1325.741094
"560" 516.4428939 1325.741094
"561" 517.4428939 1325.741094
"562" 518.4428939 1325.741094
"563" 519.4428939 1325.741094
"564" 520.4428939 1325.741094
"565" 521.4428939 1325.741094
"566" 522.4428939 1325.741094
"567" 523.4428939 1325.741094
"568" 524.4428939 1325.741094
"569" 525.4428939 1325.741094
"570" 526.4428939 1325.741094
"571" 527.4428939 1325.741094
"572" 528.4428939 1325.741094
"573" 529.4428939 1325.741094
"574" 530.4428939 1325.741094
"575" 531.4428939 1325.741094
"576" 532.4428939 1325.741094
"577" 533.4428939 1325.741094
"578" 534.4428939 1325.741094
"579" 535.4428939 1325.741094
"580" 536.4428939 1325.741094
"581" 537.4428939 1325.741094
"582" 354.4428939 1324.741094
"583" 355.4428939 1324.741094
"584" 356.4428939 1324.741094
"585" 357.4428939 1324.741094
"586" 358.4428939 1324.741094
"587" 359.4428939 1324.741094
"588" 360.4428939 1324.741094
"589" 361.4428939 1324.741094
"590" 362.4428939 1324.741094
"591" 363.4428939 1324.741094
"592" 364.4428939 1324.741094
"593" 365.4428939 1324.741094
"594" 366.4428939 1324.741094
"595" 367.4428939 1324.741094
"596" 368.4428939 1324.741094
"597" 369.4428939 1324.741094
"598" 370.4428939 1324.741094
"599" 371.4428939 1324.741094
"600" 372.4428939 1324.741094
"601" 373.4428939 1324.741094
"602" 374.4428939 1324.741094
"603" 375.4428939 1324.741094
"604" 376.4428939 1324.741094
"605" 377.4428939 1324.741094
"606" 378.4428939 1324.741094
"607" 379.4428939 1324.741094
"608" 380.4428939 1324.741094
"609" 381.4428939 1324.741094
"610" 382.4428939 1324.741094
"611" 383.4428939 1324.741094
"612" 384.4428939 1324.741094
"613" 497.4428939 1324.741094
"614" 498.4428939 1324.741094
"615" 499.4428939 1324.741094
"616" 500.4428939 1324.741094
"617" 501.4428939 1324.741094
"618" 502.4428939 1324.741094
"619" 503.4428939 1324.741094
"620" 504.4428939 1324.741094
"621" 505.4428939 1324.741094
"622" 506.4428939 1324.741094
"623" 507.4428939 1324.741094
"624" 508.4428939 1324.741094
"625" 509.4428939 1324.741094
"626" 510.4428939 1324.741094
"627" 511.4428939 1324.741094
"628" 512.4428939 1324.741094
"629" 513.4428939 1324.741094
"630" 514.4428939 1324.741094
"631" 515.4428939 1324.741094
"632" 516.4428939 1324.741094
"633" 517.4428939 1324.741094
"634" 518.4428939 1324.741094
"635" 519.4428939 1324.741094
"636" 520.4428939 1324.741094
"637" 521.4428939 1324.741094
"638" 522.4428939 1324.741094
"639" 523.4428939 1324.741094
"640" 524.4428939 1324.741094
"641" 525.4428939 1324.741094
"642" 526.4428939 1324.741094
"643" 527.4428939 1324.741094
"644" 528.4428939 1324.741094
"645" 529.4428939 1324.741094
"646" 530.4428939 1324.741094
"647" 531.4428939 1324.741094
"648" 532.4428939 1324.741094
"649" 533.4428939 1324.741094
"650" 534.4428939 1324.741094
"651" 535.4428939 1324.741094
"652" 536.4428939 1324.741094
"653" 537.4428939 1324.741094
"654" 538.4428939 1324.741094
"655" 539.4428939 1324.741094
"656" 540.4428939 1324.741094
"657" 353.4428939 1323.741094
"658" 354.4428939 1323.741094
"659" 355.4428939 1323.741094
"660" 356.4428939 1323.741094
"661" 357.4428939 1323.741094
"662" 358.4428939 1323.741094
"663" 359.4428939 1323.741094
"664" 360.4428939 1323.741094
"665" 361.4428939 1323.741094
"666" 362.4428939 1323.741094
"667" 363.4428939 1323.741094
"668" 364.4428939 1323.741094
"669" 365.4428939 1323.741094
"670" 366.4428939 1323.741094
"671" 367.4428939 1323.741094
"672" 368.4428939 1323.741094
"673" 369.4428939 1323.741094
"674" 370.4428939 1323.741094
"675" 371.4428939 1323.741094
"676" 372.4428939 1323.741094
"677" 373.4428939 1323.741094
"678" 374.4428939 1323.741094
"679" 375.4428939 1323.741094
"680" 376.4428939 1323.741094
"681" 377.4428939 1323.741094
"682" 378.4428939 1323.741094
"683" 379.4428939 1323.741094
"684" 380.4428939 1323.741094
"685" 381.4428939 1323.741094
"686" 382.4428939 1323.741094
"687" 383.4428939 1323.741094
"688" 384.4428939 1323.741094
"689" 497.4428939 1323.741094
"690" 498.4428939 1323.741094
"691" 499.4428939 1323.741094
"692" 500.4428939 1323.741094
"693" 501.4428939 1323.741094
"694" 502.4428939 1323.741094
"695" 503.4428939 1323.741094
"696" 504.4428939 1323.741094
"697" 505.4428939 1323.741094
"698" 506.4428939 1323.741094
"699" 507.4428939 1323.741094
"700" 508.4428939 1323.741094
"701" 509.4428939 1323.741094
"702" 510.4428939 1323.741094
"703" 511.4428939 1323.741094
"704" 512.4428939 1323.741094
"705" 513.4428939 1323.741094
"706" 514.4428939 1323.741094
"707" 515.4428939 1323.741094
"708" 516.4428939 1323.741094
"709" 517.4428939 1323.741094
"710" 518.4428939 1323.741094
"711" 519.4428939 1323.741094
"712" 520.4428939 1323.741094
"713" 521.4428939 1323.741094
"714" 522.4428939 1323.741094
"715" 523.4428939 1323.741094
"716" 524.4428939 1323.741094
"717" 525.4428939 1323.741094
"718" 526.4428939 1323.741094
"719" 527.4428939 1323.741094
"720" 528.4428939 1323.741094
"721" 529.4428939 1323.741094
"722" 530.4428939 1323.741094
"723" 531.4428939 1323.741094
"724" 532.4428939 1323.741094
"725" 533.4428939 1323.741094
"726" 534.4428939 1323.741094
"727" 535.4428939 1323.741094
"728" 536.4428939 1323.741094
"729" 537.4428939 1323.741094
"730" 538.4428939 1323.741094
"731" 539.4428939 1323.741094
"732" 540.4428939 1323.741094
"733" 541.4428939 1323.741094
"734" 542.4428939 1323.741094
"735" 350.4428939 1322.741094
"736" 351.4428939 1322.741094
"737" 352.4428939 1322.741094
"738" 353.4428939 1322.741094
"739" 354.4428939 1322.741094
"740" 355.4428939 1322.741094
"741" 356.4428939 1322.741094
"742" 357.4428939 1322.741094
"743" 358.4428939 1322.741094
"744" 359.4428939 1322.741094
"745" 360.4428939 1322.741094
"746" 361.4428939 1322.741094
"747" 362.4428939 1322.741094
"748" 363.4428939 1322.741094
"749" 364.4428939 1322.741094
"750" 365.4428939 1322.741094
"751" 366.4428939 1322.741094
"752" 367.4428939 1322.741094
"753" 368.4428939 1322.741094
"754" 369.4428939 1322.741094
"755" 370.4428939 1322.741094
"756" 371.4428939 1322.741094
"757" 372.4428939 1322.741094
"758" 373.4428939 1322.741094
"759" 374.4428939 1322.741094
"760" 375.4428939 1322.741094
"761" 376.4428939 1322.741094
"762" 377.4428939 1322.741094
"763" 378.4428939 1322.741094
"764" 379.4428939 1322.741094
"765" 380.4428939 1322.741094
"766" 381.4428939 1322.741094
"767" 382.4428939 1322.741094
"768" 383.4428939 1322.741094
"769" 384.4428939 1322.741094
"770" 385.4428939 1322.741094
"771" 496.4428939 1322.741094
"772" 497.4428939 1322.741094
"773" 498.4428939 1322.741094
"774" 499.4428939 1322.741094
"775" 500.4428939 1322.741094
"776" 501.4428939 1322.741094
"777" 502.4428939 1322.741094
"778" 503.4428939 1322.741094
"779" 504.4428939 1322.741094
"780" 505.4428939 1322.741094
"781" 506.4428939 1322.741094
"782" 507.4428939 1322.741094
"783" 508.4428939 1322.741094
"784" 509.4428939 1322.741094
"785" 510.4428939 1322.741094
"786" 511.4428939 1322.741094
"787" 512.4428939 1322.741094
"788" 513.4428939 1322.741094
"789" 514.4428939 1322.741094
"790" 515.4428939 1322.741094
"791" 516.4428939 1322.741094
"792" 517.4428939 1322.741094
"793" 518.4428939 1322.741094
"794" 519.4428939 1322.741094
"795" 520.4428939 1322.741094
"796" 521.4428939 1322.741094
"797" 522.4428939 1322.741094
"798" 523.4428939 1322.741094
"799" 524.4428939 1322.741094
"800" 525.4428939 1322.741094
"801" 526.4428939 1322.741094
"802" 527.4428939 1322.741094
"803" 528.4428939 1322.741094
"804" 529.4428939 1322.741094
"805" 530.4428939 1322.741094
"806" 531.4428939 1322.741094
"807" 532.4428939 1322.741094
"808" 533.4428939 1322.741094
"809" 534.4428939 1322.741094
"810" 535.4428939 1322.741094
"811" 536.4428939 1322.741094
"812" 537.4428939 1322.741094
"813" 538.4428939 1322.741094
"814" 539.4428939 1322.741094
"815" 540.4428939 1322.741094
"816" 541.4428939 1322.741094
"817" 542.4428939 1322.741094
"818" 543.4428939 1322.741094
"819" 544.4428939 1322.741094
"820" 348.4428939 1321.741094
"821" 349.4428939 1321.741094
"822" 350.4428939 1321.741094
"823" 351.4428939 1321.741094
"824" 352.4428939 1321.741094
"825" 353.4428939 1321.741094
"826" 354.4428939 1321.741094
"827" 355.4428939 1321.741094
"828" 356.4428939 1321.741094
"829" 357.4428939 1321.741094
"830" 358.4428939 1321.741094
"831" 359.4428939 1321.741094
"832" 360.4428939 1321.741094
"833" 361.4428939 1321.741094
"834" 362.4428939 1321.741094
"835" 363.4428939 1321.741094
"836" 364.4428939 1321.741094
"837" 365.4428939 1321.741094
"838" 366.4428939 1321.741094
"839" 367.4428939 1321.741094
"840" 368.4428939 1321.741094
"841" 369.4428939 1321.741094
"842" 370.4428939 1321.741094
"843" 371.4428939 1321.741094
"844" 372.4428939 1321.741094
"845" 373.4428939 1321.741094
"846" 374.4428939 1321.741094
"847" 375.4428939 1321.741094
"848" 376.4428939 1321.741094
"849" 377.4428939 1321.741094
"850" 378.4428939 1321.741094
"851" 379.4428939 1321.741094
"852" 380.4428939 1321.741094
"853" 381.4428939 1321.741094
"854" 382.4428939 1321.741094
"855" 383.4428939 1321.741094
"856" 384.4428939 1321.741094
"857" 385.4428939 1321.741094
"858" 386.4428939 1321.741094
"859" 387.4428939 1321.741094
"860" 388.4428939 1321.741094
"861" 389.4428939 1321.741094
"862" 496.4428939 1321.741094
"863" 497.4428939 1321.741094
"864" 498.4428939 1321.741094
"865" 499.4428939 1321.741094
"866" 500.4428939 1321.741094
"867" 501.4428939 1321.741094
"868" 502.4428939 1321.741094
"869" 503.4428939 1321.741094
"870" 504.4428939 1321.741094
"871" 505.4428939 1321.741094
"872" 506.4428939 1321.741094
"873" 507.4428939 1321.741094
"874" 508.4428939 1321.741094
