"x" "y"
"1" 376.4428939 1340.741094
"2" 377.4428939 1340.741094
"3" 378.4428939 1340.741094
"4" 379.4428939 1340.741094
"5" 380.4428939 1340.741094
"6" 381.4428939 1340.741094
"7" 382.4428939 1340.741094
"8" 373.4428939 1339.741094
"9" 374.4428939 1339.741094
"10" 375.4428939 1339.741094
"11" 376.4428939 1339.741094
"12" 377.4428939 1339.741094
"13" 378.4428939 1339.741094
"14" 379.4428939 1339.741094
"15" 380.4428939 1339.741094
"16" 381.4428939 1339.741094
"17" 382.4428939 1339.741094
"18" 371.4428939 1338.741094
"19" 372.4428939 1338.741094
"20" 373.4428939 1338.741094
"21" 374.4428939 1338.741094
"22" 375.4428939 1338.741094
"23" 376.4428939 1338.741094
"24" 377.4428939 1338.741094
"25" 378.4428939 1338.741094
"26" 379.4428939 1338.741094
"27" 380.4428939 1338.741094
"28" 381.4428939 1338.741094
"29" 382.4428939 1338.741094
"30" 369.4428939 1337.741094
"31" 370.4428939 1337.741094
"32" 371.4428939 1337.741094
"33" 372.4428939 1337.741094
"34" 373.4428939 1337.741094
"35" 374.4428939 1337.741094
"36" 375.4428939 1337.741094
"37" 376.4428939 1337.741094
"38" 377.4428939 1337.741094
"39" 378.4428939 1337.741094
"40" 379.4428939 1337.741094
"41" 380.4428939 1337.741094
"42" 381.4428939 1337.741094
"43" 382.4428939 1337.741094
"44" 367.4428939 1336.741094
"45" 368.4428939 1336.741094
"46" 369.4428939 1336.741094
"47" 370.4428939 1336.741094
"48" 371.4428939 1336.741094
"49" 372.4428939 1336.741094
"50" 373.4428939 1336.741094
"51" 374.4428939 1336.741094
"52" 375.4428939 1336.741094
"53" 376.4428939 1336.741094
"54" 377.4428939 1336.741094
"55" 378.4428939 1336.741094
"56" 379.4428939 1336.741094
"57" 380.4428939 1336.741094
"58" 381.4428939 1336.741094
"59" 382.4428939 1336.741094
"60" 362.4428939 1335.741094
"61" 363.4428939 1335.741094
"62" 364.4428939 1335.741094
"63" 365.4428939 1335.741094
"64" 366.4428939 1335.741094
"65" 367.4428939 1335.741094
"66" 368.4428939 1335.741094
"67" 369.4428939 1335.741094
"68" 370.4428939 1335.741094
"69" 371.4428939 1335.741094
"70" 372.4428939 1335.741094
"71" 373.4428939 1335.741094
"72" 374.4428939 1335.741094
"73" 375.4428939 1335.741094
"74" 376.4428939 1335.741094
"75" 377.4428939 1335.741094
"76" 378.4428939 1335.741094
"77" 379.4428939 1335.741094
"78" 380.4428939 1335.741094
"79" 381.4428939 1335.741094
"80" 382.4428939 1335.741094
"81" 359.4428939 1334.741094
"82" 360.4428939 1334.741094
"83" 361.4428939 1334.741094
"84" 362.4428939 1334.741094
"85" 363.4428939 1334.741094
"86" 364.4428939 1334.741094
"87" 365.4428939 1334.741094
"88" 366.4428939 1334.741094
"89" 367.4428939 1334.741094
"90" 368.4428939 1334.741094
"91" 369.4428939 1334.741094
"92" 370.4428939 1334.741094
"93" 371.4428939 1334.741094
"94" 372.4428939 1334.741094
"95" 373.4428939 1334.741094
"96" 374.4428939 1334.741094
"97" 375.4428939 1334.741094
"98" 376.4428939 1334.741094
"99" 377.4428939 1334.741094
"100" 378.4428939 1334.741094
"101" 379.4428939 1334.741094
"102" 380.4428939 1334.741094
"103" 381.4428939 1334.741094
"104" 382.4428939 1334.741094
"105" 359.4428939 1333.741094
"106" 360.4428939 1333.741094
"107" 361.4428939 1333.741094
"108" 362.4428939 1333.741094
"109" 363.4428939 1333.741094
"110" 364.4428939 1333.741094
"111" 365.4428939 1333.741094
"112" 366.4428939 1333.741094
"113" 367.4428939 1333.741094
"114" 368.4428939 1333.741094
"115" 369.4428939 1333.741094
"116" 370.4428939 1333.741094
"117" 371.4428939 1333.741094
"118" 372.4428939 1333.741094
"119" 373.4428939 1333.741094
"120" 374.4428939 1333.741094
"121" 375.4428939 1333.741094
"122" 376.4428939 1333.741094
"123" 377.4428939 1333.741094
"124" 378.4428939 1333.741094
"125" 379.4428939 1333.741094
"126" 380.4428939 1333.741094
"127" 381.4428939 1333.741094
"128" 382.4428939 1333.741094
"129" 359.4428939 1332.741094
"130" 360.4428939 1332.741094
"131" 361.4428939 1332.741094
"132" 362.4428939 1332.741094
"133" 363.4428939 1332.741094
"134" 364.4428939 1332.741094
"135" 365.4428939 1332.741094
"136" 366.4428939 1332.741094
"137" 367.4428939 1332.741094
"138" 368.4428939 1332.741094
"139" 369.4428939 1332.741094
"140" 370.4428939 1332.741094
"141" 371.4428939 1332.741094
"142" 372.4428939 1332.741094
"143" 373.4428939 1332.741094
"144" 374.4428939 1332.741094
"145" 375.4428939 1332.741094
"146" 376.4428939 1332.741094
"147" 377.4428939 1332.741094
"148" 378.4428939 1332.741094
"149" 379.4428939 1332.741094
"150" 380.4428939 1332.741094
"151" 381.4428939 1332.741094
"152" 382.4428939 1332.741094
"153" 383.4428939 1332.741094
"154" 515.4428939 1332.741094
"155" 516.4428939 1332.741094
"156" 517.4428939 1332.741094
"157" 518.4428939 1332.741094
"158" 519.4428939 1332.741094
"159" 520.4428939 1332.741094
"160" 521.4428939 1332.741094
"161" 522.4428939 1332.741094
"162" 523.4428939 1332.741094
"163" 524.4428939 1332.741094
"164" 525.4428939 1332.741094
"165" 526.4428939 1332.741094
"166" 527.4428939 1332.741094
"167" 359.4428939 1331.741094
"168" 360.4428939 1331.741094
"169" 361.4428939 1331.741094
"170" 362.4428939 1331.741094
"171" 363.4428939 1331.741094
"172" 364.4428939 1331.741094
"173" 365.4428939 1331.741094
"174" 366.4428939 1331.741094
"175" 367.4428939 1331.741094
"176" 368.4428939 1331.741094
"177" 369.4428939 1331.741094
"178" 370.4428939 1331.741094
"179" 371.4428939 1331.741094
"180" 372.4428939 1331.741094
"181" 373.4428939 1331.741094
"182" 374.4428939 1331.741094
"183" 375.4428939 1331.741094
"184" 376.4428939 1331.741094
"185" 377.4428939 1331.741094
"186" 378.4428939 1331.741094
"187" 379.4428939 1331.741094
"188" 380.4428939 1331.741094
"189" 381.4428939 1331.741094
"190" 382.4428939 1331.741094
"191" 383.4428939 1331.741094
"192" 504.4428939 1331.741094
"193" 505.4428939 1331.741094
"194" 506.4428939 1331.741094
"195" 511.4428939 1331.741094
"196" 512.4428939 1331.741094
"197" 513.4428939 1331.741094
"198" 514.4428939 1331.741094
"199" 515.4428939 1331.741094
"200" 516.4428939 1331.741094
"201" 517.4428939 1331.741094
"202" 518.4428939 1331.741094
"203" 519.4428939 1331.741094
"204" 520.4428939 1331.741094
"205" 521.4428939 1331.741094
"206" 522.4428939 1331.741094
"207" 523.4428939 1331.741094
"208" 524.4428939 1331.741094
"209" 525.4428939 1331.741094
"210" 526.4428939 1331.741094
"211" 527.4428939 1331.741094
"212" 528.4428939 1331.741094
"213" 529.4428939 1331.741094
"214" 359.4428939 1330.741094
"215" 360.4428939 1330.741094
"216" 361.4428939 1330.741094
"217" 362.4428939 1330.741094
"218" 363.4428939 1330.741094
"219" 364.4428939 1330.741094
"220" 365.4428939 1330.741094
"221" 366.4428939 1330.741094
"222" 367.4428939 1330.741094
"223" 368.4428939 1330.741094
"224" 369.4428939 1330.741094
"225" 370.4428939 1330.741094
"226" 371.4428939 1330.741094
"227" 372.4428939 1330.741094
"228" 373.4428939 1330.741094
"229" 374.4428939 1330.741094
"230" 375.4428939 1330.741094
"231" 376.4428939 1330.741094
"232" 377.4428939 1330.741094
"233" 378.4428939 1330.741094
"234" 379.4428939 1330.741094
"235" 380.4428939 1330.741094
"236" 381.4428939 1330.741094
"237" 382.4428939 1330.741094
"238" 383.4428939 1330.741094
"239" 503.4428939 1330.741094
"240" 504.4428939 1330.741094
"241" 505.4428939 1330.741094
"242" 506.4428939 1330.741094
"243" 507.4428939 1330.741094
"244" 508.4428939 1330.741094
"245" 509.4428939 1330.741094
"246" 510.4428939 1330.741094
"247" 511.4428939 1330.741094
"248" 512.4428939 1330.741094
"249" 513.4428939 1330.741094
"250" 514.4428939 1330.741094
"251" 515.4428939 1330.741094
"252" 516.4428939 1330.741094
"253" 517.4428939 1330.741094
"254" 518.4428939 1330.741094
"255" 519.4428939 1330.741094
"256" 520.4428939 1330.741094
"257" 521.4428939 1330.741094
"258" 522.4428939 1330.741094
"259" 523.4428939 1330.741094
"260" 524.4428939 1330.741094
"261" 525.4428939 1330.741094
"262" 526.4428939 1330.741094
"263" 527.4428939 1330.741094
"264" 528.4428939 1330.741094
"265" 529.4428939 1330.741094
"266" 530.4428939 1330.741094
"267" 358.4428939 1329.741094
"268" 359.4428939 1329.741094
"269" 360.4428939 1329.741094
"270" 361.4428939 1329.741094
"271" 362.4428939 1329.741094
"272" 363.4428939 1329.741094
"273" 364.4428939 1329.741094
"274" 365.4428939 1329.741094
"275" 366.4428939 1329.741094
"276" 367.4428939 1329.741094
"277" 368.4428939 1329.741094
"278" 369.4428939 1329.741094
"279" 370.4428939 1329.741094
"280" 371.4428939 1329.741094
"281" 372.4428939 1329.741094
"282" 373.4428939 1329.741094
"283" 374.4428939 1329.741094
"284" 375.4428939 1329.741094
"285" 376.4428939 1329.741094
"286" 377.4428939 1329.741094
"287" 378.4428939 1329.741094
"288" 379.4428939 1329.741094
"289" 380.4428939 1329.741094
"290" 381.4428939 1329.741094
"291" 382.4428939 1329.741094
"292" 383.4428939 1329.741094
"293" 502.4428939 1329.741094
"294" 503.4428939 1329.741094
"295" 504.4428939 1329.741094
"296" 505.4428939 1329.741094
"297" 506.4428939 1329.741094
"298" 507.4428939 1329.741094
"299" 508.4428939 1329.741094
"300" 509.4428939 1329.741094
"301" 510.4428939 1329.741094
"302" 511.4428939 1329.741094
"303" 512.4428939 1329.741094
"304" 513.4428939 1329.741094
"305" 514.4428939 1329.741094
"306" 515.4428939 1329.741094
"307" 516.4428939 1329.741094
"308" 517.4428939 1329.741094
"309" 518.4428939 1329.741094
"310" 519.4428939 1329.741094
"311" 520.4428939 1329.741094
"312" 521.4428939 1329.741094
"313" 522.4428939 1329.741094
"314" 523.4428939 1329.741094
"315" 524.4428939 1329.741094
"316" 525.4428939 1329.741094
"317" 526.4428939 1329.741094
"318" 527.4428939 1329.741094
"319" 528.4428939 1329.741094
"320" 529.4428939 1329.741094
"321" 530.4428939 1329.741094
"322" 531.4428939 1329.741094
"323" 357.4428939 1328.741094
"324" 358.4428939 1328.741094
"325" 359.4428939 1328.741094
"326" 360.4428939 1328.741094
"327" 361.4428939 1328.741094
"328" 362.4428939 1328.741094
"329" 363.4428939 1328.741094
"330" 364.4428939 1328.741094
"331" 365.4428939 1328.741094
"332" 366.4428939 1328.741094
"333" 367.4428939 1328.741094
"334" 368.4428939 1328.741094
"335" 369.4428939 1328.741094
"336" 370.4428939 1328.741094
"337" 371.4428939 1328.741094
"338" 372.4428939 1328.741094
"339" 373.4428939 1328.741094
"340" 374.4428939 1328.741094
"341" 375.4428939 1328.741094
"342" 376.4428939 1328.741094
"343" 377.4428939 1328.741094
"344" 378.4428939 1328.741094
"345" 379.4428939 1328.741094
"346" 380.4428939 1328.741094
"347" 381.4428939 1328.741094
"348" 382.4428939 1328.741094
